Code, Year, Type, File Name, Author - Title, URL
IC - IVTC, 1877, Story, Creanga_IvanTurbinca.txt, 'Ion Creangă - Ivan Turbincă', 'https://www.povesti-pentru-copii.com/ion-creanga/ivan-turbinca.html'
IC - MIRU, 1885, Short-story, Creanga_MosIonRoataSiUnirea.txt, 'Ion Creangă - Moş Ion Roată şi Unirea', 'https://www.povesti-pentru-copii.com/ion-creanga/mos-ion-roata-si-unirea.html'
IC - MNCT, 1877, Short-story, Creanga_MosNichiforCotcariul.txt, 'Ion Creangă - Moş Nichifor Coţcariul', 'https://www.povesti-pentru-copii.com/ion-creanga/mos-nichifor-cotcariul.html'
IC - PACL, 1880, Short-story, Creanga_Pacala.txt, 'Ion Creangă - Păcală', 'https://www.povesti-pentru-copii.com/ion-creanga/pacala.html'
IC - PGDB, 1876, Story, Creanga_PungutaCuDoiBani.txt, 'Ion Creangă - Punguţa cu doi bani', 'https://www.povesti-pentru-copii.com/ion-creanga/punguta-cu-doi-bani.html'
IC - PLHA, 1877, Story, Creanga_PovesteaLuiHarapAlb.txt, 'Ion Creangă - Povestea lui Harap-Alb', 'https://www.povesti-pentru-copii.com/ion-creanga/povestea-lui-harap-alb.html'
IC - PLIP, 1876, Story, Creanga_PovesteaLuiIonicaCelProst.txt, 'Ion Creangă - Povestea lui Ionică cel prost', 'https://ro.wikisource.org/wiki/Povestea_lui_Ionic%C4%83_cel_prost'
IC - PPDH, 1881, Short-story, Creanga_PopaDuhu.txt, 'Ion Creangă - Popa Duhu', 'https://www.povesti-pentru-copii.com/ion-creanga/popa-duhu.html'
IC - PROP, 1874, Short-story, Creanga_ProstiaOmeneasca.txt, 'Ion Creangă - Prostia omenească (Poveste)', 'https://www.povesti-pentru-copii.com/ion-creanga/prostia-omeneasca-poveste.html'
IC - PSPT, 1877, Story, Creanga_PovesteaLuiStanPatitul.txt, 'Ion Creangă - Povestea lui Stan-Păţitul', 'https://www.povesti-pentru-copii.com/ion-creanga/povestea-lui-stan-patitul.html'
IC - PUOL, 1878, Short-story, Creanga_PovesteaUnuiOmLenes.txt, 'Ion Creangă - Povestea unui om leneş', 'https://www.povesti-pentru-copii.com/ion-creanga/povestea-unui-om-lenes.html'
IC - PVPR, 1876, Story, Creanga_PovesteaPorcului.txt, 'Ion Creangă - Povestea porcului', 'https://www.povesti-pentru-copii.com/ion-creanga/povestea-porcului.html'
IC - PVPV, 1877, Story, Creanga_PovesteaPovestilor.txt, 'Ion Creangă - Povestea poveștilor', 'https://ro.wikisource.org/wiki/Povestea_pove%C8%99tilor'
IC - SCTN, 1875, Story, Creanga_SoacraCuTreiNurori.txt, 'Ion Creangă - Soacra cu trei nurori', 'https://www.povesti-pentru-copii.com/ion-creanga/soacra-cu-trei-nurori.html'
IC - UPDV, 1880, Short-story, Creanga_UrsulPacalitDeVulpe.txt, 'Ion Creangă - Ursul păcălit de vulpe', 'https://www.povesti-pentru-copii.com/ion-creanga/ursul-pacalit-de-vulpe.html'
IS - BBCL, ?, Short-story, Slavici_Bobocel.txt, 'Ioan Slavici - Bobocel', 'https://ro.wikisource.org/wiki/Bobocel'
IS - BBDN, ?, Short-story, Slavici_BabaDana.txt, 'Ioan Slavici - Baba Dana', 'https://ro.wikisource.org/wiki/Baba_Dana'
IS - BDTC, 1880, Short-story, Slavici_BuduleaTaichii.txt, 'Ioan Slavici - Budulea Taichii', 'https://ro.wikisource.org/wiki/Budulea_Taichii'
IS - BRSP, ?, Story, Slavici_BoierulSiPacala.txt, 'Ioan Slavici - Boierul şi Păcală', 'https://www.povesti-pentru-copii.com/ioan-slavici/boierul-si-pacala.html'
IS - BTSC, ?, Story, Slavici_BaietSarac.txt, 'Ioan Slavici - Băiet sărac', 'https://povesti-ro.weebly.com/baiet-sarac-poveste-ioan-slavici.html'
IS - CMRA, 1896, Short-story, Slavici_Comoara.txt, 'Ioan Slavici - Comoara', 'https://ro.wikisource.org/wiki/Comoara_(Slavici)'
IS - CRRS, 1876, Short-story, Slavici_CrucileRosii.txt, 'Ioan Slavici - Crucile roșii', 'https://ro.wikisource.org/wiki/Crucile_ro%C8%99ii'
IS - CSRU, 1894, Short-story, Slavici_CeasRau.txt, 'Ioan Slavici - Ceas rău', 'https://ro.wikisource.org/wiki/Ceas_r%C4%83u'
IS - DFRB, ?, Story, Slavici_​DoiFratiBuni.txt, 'Ioan Slavici - ​Doi frați buni', 'https://povesti-ro.weebly.com/doi-frati-buni-poveste-ioan-slavici.html#faraDiacritice'
IS - DFSF, 1872, Story, Slavici_DoiFetiCuSteaInFrunte.txt, 'Ioan Slavici - Doi feţi cu stea în frunte', 'https://www.povesti-pentru-copii.com/ioan-slavici/doi-feti-cu-stea-in-frunte.html'
IS - DLTL, ?, Short-story, Slavici_DinAltaLume.txt, 'Ioan Slavici - Din altă lume', 'https://ro.wikisource.org/wiki/Din_alt%C4%83_lume'
IS - DNTG, ?, Short-story, Slavici_DinTiganie.txt, 'Ioan Slavici - Din țigănie', 'https://ro.wikisource.org/wiki/Din_%C8%9Big%C4%83nie'
IS - DSCS, ?, Short-story, Slavici_Dascalasul.txt, 'Ioan Slavici - Dăscălașul', 'https://ro.wikisource.org/wiki/D%C4%83sc%C4%83la%C8%99ul'
IS - FLCV, ?, Story, Slavici_FiulCuiva.txt, 'Ioan Slavici - Fiul cuiva', 'https://ro.wikisource.org/wiki/Fiul_cuiva'
IS - FTDC, 1872, Story, Slavici_FloritaDinCodru.txt, 'Ioan Slavici - Floriţa din codru', 'https://www.povesti-pentru-copii.com/ioan-slavici/florita-din-codru.html'
IS - GGSG, 1894, Short-story, Slavici_GoguSiGogusor.txt, 'Ioan Slavici - Gogu și Gogușor', 'https://ro.wikisource.org/wiki/Gogu_%C8%99i_Gogu%C8%99or'
IS - GRST, 1878, Short-story, Slavici_GuraSatului.txt, 'Ioan Slavici - Gura satului', 'https://ro.wikisource.org/wiki/Gura_satului'
IS - HNCR, 1894, Short-story, Slavici_HanulCiorilor.txt, 'Ioan Slavici - Hanul ciorilor', 'https://ro.wikisource.org/wiki/Hanul_ciorilor'
IS - ICST, 1872, Story, Slavici_IleanaCeaSireata.txt, 'Ioan Slavici - Ileana cea şireată', 'https://www.povesti-pentru-copii.com/ioan-slavici/ileana-cea-sireata.html'
IS - ILDR, ?, Short-story, Slavici_IlieDurac.txt, 'Ioan Slavici - Ilie Durac', 'https://ro.wikisource.org/wiki/Ilie_Durac'
IS - LCDS, 1876, Short-story, Slavici_LaCruceaDinSat.txt, 'Ioan Slavici - La crucea din sat', 'https://ro.wikisource.org/wiki/La_crucea_din_sat'
IS - LMIM, ?, Story, Slavici_LimirImparat.txt, 'Ioan Slavici - Limir-Împărat', 'https://www.povesti-pentru-copii.com/ioan-slavici/limir-imparat.html'
IS - LPRL, ?, Short-story, Slavici_LeuParaleu.txt, 'Ioan Slavici - Leu-paraleu', 'https://ro.wikisource.org/wiki/Leu-paraleu'
IS - LRSC, 1906, Short-story, Slavici_LaRascruci.txt, 'Ioan Slavici - La răscruci', 'https://ro.wikisource.org/wiki/La_r%C4%83scruci'
IS - MDCR, ?, Short-story, Slavici_OmDeCaracter.txt, 'Ioan Slavici - Om de caracter', 'https://ro.wikisource.org/wiki/Om_de_caracter'
IS - MDNC, ?, Short-story, Slavici_UnOmDeNcredere.txt, 'Ioan Slavici - Un om de-ncredere', 'https://ro.wikisource.org/wiki/Un_om_de-ncredere'
IS - MPCR, ?, Short-story, Slavici_Impacare.txt, 'Ioan Slavici - Împăcare', 'https://ro.wikisource.org/wiki/%C3%8Emp%C4%83care_(Slavici)'
IS - MRCN, 1880, Short-story, Slavici_MoaraCuNoroc.txt, 'Ioan Slavici - Moara cu noroc', 'https://ro.wikisource.org/wiki/Moara_cu_noroc'
IS - MSTG, ?, Short-story, Slavici_OMostenireGrea.txt, 'Ioan Slavici - O moștenire grea', 'https://ro.wikisource.org/wiki/O_mo%C8%99tenire_grea'
IS - MTCN, 1894, Short-story, Slavici_Mitocanul.txt, 'Ioan Slavici - Mitocanul', 'https://ro.wikisource.org/wiki/Mitocanul'
IS - NCTR, ?, Short-story, Slavici_OIncurcatura.txt, 'Ioan Slavici - O încurcătură', 'https://ro.wikisource.org/wiki/O_%C3%AEncurc%C4%83tur%C4%83'
IS - NGBT, ?, Short-story, Slavici_NegreaBatranul.txt, 'Ioan Slavici - Negrea bătrânul', 'https://ro.wikisource.org/wiki/Negrea_b%C4%83tr%C3%A2nul'
IS - NRCL, 1876?, Short-story, Slavici_Norocul.txt, 'Ioan Slavici - Norocul', 'https://ro.wikisource.org/wiki/Norocul'
IS - OVTP, 1877?, Short-story, Slavici_OViataPierduta.txt, 'Ioan Slavici - O viață pierdută', 'https://ro.wikisource.org/wiki/O_via%C8%9B%C4%83_pierdut%C4%83'
IS - PDRC, 1884, Short-story, Slavici_Padureanca.txt, 'Ioan Slavici - Pădureanca', 'https://ro.wikisource.org/wiki/P%C4%83dureanca'
IS - PISL, ?, Story, Slavici_PacalaInSatulLui.txt, 'Ioan Slavici - Păcală în satul lui', 'https://www.povesti-pentru-copii.com/ioan-slavici/pacala-in-satul-lui.html'
IS - PPTD, 1875, Short-story, Slavici_PopaTanda.txt, 'Ioan Slavici - Popa Tanda', 'https://ro.wikisource.org/wiki/Popa_Tanda'
IS - PSCS, 1920, Short-story, Slavici_PascalSaracul.txt, 'Ioan Slavici - Pascal, săracul', 'https://ro.wikisource.org/wiki/Pascal,_s%C4%83racul'
IS - PTPR, ?, Story, Slavici_PetreaProstul.txt, 'Ioan Slavici - Petrea Prostul', 'https://povesti-ro.weebly.com/petrea-prostul-poveste-ioan-slavici.html'
IS - RDTC, ?, Story, Slavici_RodulTainic.txt, 'Ioan Slavici - Rodul tainic', 'https://www.povesti-pentru-copii.com/ioan-slavici/rodul-tainic.html'
IS - RNST, ?, Short-story, Slavici_Renastere.txt, 'Ioan Slavici - Renaștere', 'https://ro.wikisource.org/wiki/Rena%C8%99tere'
IS - RZBN, ?, Short-story, Slavici_ORazbunare.txt, 'Ioan Slavici - O răzbunare', 'https://ro.wikisource.org/wiki/O_r%C4%83zbunare'
IS - SCMN, 1875, Short-story, Slavici_Scormon.txt, 'Ioan Slavici - Scormon', 'https://ro.wikisource.org/wiki/Scormon'
IS - SEPI, ?, Short-story, Slavici_Sepi.txt, 'Ioan Slavici - Sepi', 'https://ro.wikisource.org/wiki/Sepi'
IS - SNVS, ?, Short-story, Slavici_SanVasii.txt, 'Ioan Slavici - Sân Vasii', 'https://ro.wikisource.org/wiki/S%C3%A2n_Vasii'
IS - SPZM, ?, Story, Slavici_SpaimaZmeilor.txt, 'Ioan Slavici - Spaima zmeilor', 'https://www.povesti-pentru-copii.com/ioan-slavici/spaima-zmeilor.html'
IS - SRDE, ?, Short-story, Slavici_SaracutaDeEa.txt, 'Ioan Slavici - Sărăcuța de ea', 'https://ro.wikisource.org/wiki/S%C4%83r%C4%83cu%C8%9Ba_de_ea'
IS - STBL, 1875, Story, Slavici_StanBolovan.txt, 'Ioan Slavici - Stan Bolovan', 'https://www.povesti-pentru-copii.com/ioan-slavici/stan-bolovan.html'
IS - TSNP, ?, Short-story, Slavici_TovarasieNepotrivita.txt, 'Ioan Slavici - Tovărășie nepotrivită', 'https://ro.wikisource.org/wiki/Tov%C4%83r%C4%83%C8%99ie_nepotrivit%C4%83'
IS - VCNI, ?, Short-story, Slavici_Vecinii.txt, 'Ioan Slavici - Vecinii', 'https://ro.wikisource.org/wiki/Vecinii'
IS - VNTG, ?, Short-story, Slavici_OAventuraGalanta.txt, 'Ioan Slavici - O aventură galantă', 'https://ro.wikisource.org/wiki/O_aventur%C4%83_galant%C4%83'
IS - ZNZR, 1872, Story, Slavici_ZanaZorilor.txt, 'Ioan Slavici - Zâna Zorilor', 'https://www.povesti-pentru-copii.com/ioan-slavici/zana-zorilor.html'
LR - ALBI, ?, Story, Rebreanu_Alibi.txt, 'Liviu Rebreanu - Alibi', 'https://ro.wikisource.org/wiki/Alibi'
LR - ANMR, ?, Story, Rebreanu_AnaMaria.txt, 'Liviu Rebreanu - Ana Maria', 'https://ro.wikisource.org/wiki/Ana_Maria'
LR - BIBI, 1916, Sketch, Rebreanu_Bibi.txt, 'Liviu Rebreanu - Bibi', 'https://ro.wikisource.org/wiki/Bibi'
LR - BRBA, 1916, Story, Rebreanu_Barba.txt, 'Liviu Rebreanu - Barba', 'https://ro.wikisource.org/wiki/Barba'
LR - BRNS, 1912, Sketch, Rebreanu_Baroneasa.txt, 'Liviu Rebreanu - Baroneasa', 'https://ro.wikisource.org/wiki/Baroneasa'
LR - CBVS, 1927, Story, Rebreanu_CuibulVisurilor.txt, 'Liviu Rebreanu - Cuibul visurilor', 'https://ro.wikisource.org/wiki/Cuibul_visurilor'
LR - CCRT, 1916, Story, Rebreanu_Cuceritorul.txt, 'Liviu Rebreanu - Cuceritorul', 'https://ro.wikisource.org/wiki/Cuceritorul'
LR - CERT, 1916, Story, Rebreanu_Cearta.txt, 'Liviu Rebreanu - Cearta', 'https://ro.wikisource.org/wiki/Cearta'
LR - CINM, ?, Story, Rebreanu_Cinema.txt, 'Liviu Rebreanu - Cinema', 'https://ro.wikisource.org/wiki/Cinema'
LR - CLBR, 1928, Story, Rebreanu_CanteculIubirii.txt, 'Liviu Rebreanu - Cântecul iubirii', 'https://ro.wikisource.org/wiki/C%C3%A2ntecul_iubirii'
LR - CLCS, 1910, Story, Rebreanu_Culcusul.txt, 'Liviu Rebreanu - Culcușul', 'https://ro.wikisource.org/wiki/Culcu%C8%99ul'
LR - CMPD, 1923, Story, Rebreanu_CumpanaDreptatii.txt, 'Liviu Rebreanu - Cumpăna dreptății', 'https://ro.wikisource.org/wiki/Cump%C4%83na_drept%C4%83%C8%9Bii'
LR - CNTL, 1927, Story, Rebreanu_CanteculLebedei.txt, 'Liviu Rebreanu - Cântecul lebedei', 'https://ro.wikisource.org/wiki/C%C3%A2ntecul_lebedei'
LR - CPFM, ?, Story, Rebreanu_CupeulFermecat.txt, 'Liviu Rebreanu - Cupeul fermecat', 'https://ro.wikisource.org/wiki/Cupeul_fermecat'
LR - CRTR, 1911, Story, Rebreanu_Ocrotitorul.txt, 'Liviu Rebreanu - Ocrotitorul', 'https://ro.wikisource.org/wiki/Ocrotitorul'
LR - CSTR, 1916, Story, Rebreanu_Cersetorul.txt, 'Liviu Rebreanu - Cerșetorul', 'https://ro.wikisource.org/wiki/Cer%C8%99etorul_(Rebreanu)'
LR - CTSF, 1921, Story, Rebreanu_Catastrofa.txt, 'Liviu Rebreanu - Catastrofa', 'https://ro.wikisource.org/wiki/Catastrofa'
LR - DLTR, 1912, Sketch, Rebreanu_IdilaDeLaTara.txt, 'Liviu Rebreanu - Idilă de la țară', 'https://ro.wikisource.org/wiki/Idil%C4%83_de_la_%C8%9Bar%C4%83'
LR - DMNZ, 1912, Sketch, Rebreanu_Dumnezeu.txt, 'Liviu Rebreanu - Dumnezeu', 'https://ro.wikisource.org/wiki/Dumnezeu_(Rebreanu)'
LR - DNCL, 1935, Story, Rebreanu_Dincolo.txt, 'Liviu Rebreanu - Dincolo', 'https://ro.wikisource.org/wiki/Dincolo_(Rebreanu)'
LR - DNTL, 1910, Story, Rebreanu_Dintele.txt, 'Liviu Rebreanu - Dintele', 'https://ro.wikisource.org/wiki/Dintele'
LR - DVTL, 1919, Sketch, Rebreanu_Divortul.txt, 'Liviu Rebreanu - Divorțul', 'https://ro.wikisource.org/wiki/Divor%C8%9Bul'
LR - FIAR, 1927, Sketch, Rebreanu_Fiara.txt, 'Liviu Rebreanu - Fiara', 'https://ro.wikisource.org/wiki/Fiara'
LR - FMMT, ?, Story, Rebreanu_FamiliaMisterioasa.txt, 'Liviu Rebreanu - Familia misterioasă', 'https://ro.wikisource.org/wiki/Familia_misterioas%C4%83'
LR - GHNL, 1919, Sketch, Rebreanu_Ghinionul.txt, 'Liviu Rebreanu - Ghinionul', 'https://ro.wikisource.org/wiki/Ghinionul'
LR - GLNI, 1916, Story, Rebreanu_Golanii.txt, 'Liviu Rebreanu - Golanii', 'https://ro.wikisource.org/wiki/Golanii'
LR - GLNM, 1908, Story, Rebreanu_GlasulInimii.txt, 'Liviu Rebreanu - Glasul inimii', 'https://ro.wikisource.org/wiki/Glasul_inimii'
LR - HRMT, 1921, Story, Rebreanu_HoraMortii.txt, 'Liviu Rebreanu - Hora morții', 'https://ro.wikisource.org/wiki/Hora_mor%C8%9Bii'
LR - LRML, 1922, Sketch, Rebreanu_LaUrmaUrmelor.txt, 'Liviu Rebreanu - La urma urmelor…', 'https://ro.wikisource.org/wiki/La_urma_urmelor%E2%80%A6'
LR - MRFM, 1919, Sketch, Rebreanu_AMuritOFemeie.txt, 'Liviu Rebreanu - A murit o femeie...', 'https://ro.wikisource.org/wiki/A_murit_o_femeie...'
LR - MTRS, 1916, Story, Rebreanu_Marturisire.txt, 'Liviu Rebreanu - Mărturisire', 'https://ro.wikisource.org/wiki/M%C4%83rturisire_(Rebreanu)'
LR - NRCL, 1921, Story, Rebreanu_Norocul.txt, 'Liviu Rebreanu - Norocul', 'https://ro.wikisource.org/wiki/Norocul_(Rebreanu)'
LR - NTGR, 1926, Story, Rebreanu_IntaiulGropar.txt, 'Liviu Rebreanu - „Întâiul gropar”', 'https://ro.wikisource.org/wiki/%E2%80%9E%C3%8Ent%C3%A2iul_gropar%E2%80%9D'
LR - NVST, 1911, Story, Rebreanu_Nevasta.txt, 'Liviu Rebreanu - Nevasta', 'https://ro.wikisource.org/wiki/Nevasta_(Rebreanu)'
LR - OFLR, 1908, Story, Rebreanu_Ofilire.txt, 'Liviu Rebreanu - Ofilire', 'https://ro.wikisource.org/wiki/Ofilire'
LR - OMNI, ?, Story, Rebreanu_Oamenii.txt, 'Liviu Rebreanu - Oamenii', 'https://ro.wikisource.org/wiki/Oamenii'
LR - OMOM, 1921, Sketch, Rebreanu_OmulMicSiOameniiMari.txt, 'Liviu Rebreanu - Omul mic și oamenii mari', 'https://ro.wikisource.org/wiki/Omul_mic_%C8%99i_oamenii_mari'
LR - OSCN, 1914, Story, Rebreanu_OScena.txt, 'Liviu Rebreanu - O scenă', 'https://ro.wikisource.org/wiki/O_scen%C4%83'
LR - PDCH, ?, Story, Rebreanu_Paduchii.txt, 'Liviu Rebreanu - Păduchii', 'https://ro.wikisource.org/wiki/P%C4%83duchii'
LR - PFGB, ?, Story, Rebreanu_PantofiiGalbeni.txt, 'Liviu Rebreanu - Pantofii galbeni', 'https://ro.wikisource.org/wiki/Pantofii_galbeni'
LR - PNGS, ?, Story, Rebreanu_Pungasul.txt, 'Liviu Rebreanu - Pungașul', 'https://ro.wikisource.org/wiki/Punga%C8%99ul'
LR - PRST, 1910, Story, Rebreanu_Prostii.txt, 'Liviu Rebreanu - Proștii', 'https://ro.wikisource.org/wiki/Pro%C8%99tii'
LR - PUIA, ?, Story, Rebreanu_Puia.txt, 'Liviu Rebreanu - Puia', 'https://ro.wikisource.org/wiki/Puia'
LR - PZNA, 1919, Sketch, Rebreanu_Pozna.txt, 'Liviu Rebreanu - Pozna', 'https://ro.wikisource.org/wiki/Pozna'
LR - RFIL, 1919, Story, Rebreanu_Rafuiala.txt, 'Liviu Rebreanu - Răfuiala', 'https://ro.wikisource.org/wiki/R%C4%83fuiala'
LR - RNSL, 1914, Story, Rebreanu_RazboiulInsemnarileUnuiSublocotenent.txt, 'Liviu Rebreanu - Războiul. Însemnările unui sublocotenent', 'https://ro.wikisource.org/wiki/R%C4%83zboiul._%C3%8Ensemn%C4%83rile_unui_sublocotenent'
LR - RZBL, ?, Story, Rebreanu_Razboiul.txt, 'Liviu Rebreanu - Războiul', 'https://ro.wikisource.org/wiki/R%C4%83zboiul_(Rebreanu)'
LR - SCSP, 1916, Sketch, Rebreanu_SoacraSfantuluiPetru.txt, 'Liviu Rebreanu - Soacra Sfântului Petru', 'https://ro.wikisource.org/wiki/Soacra_Sf%C3%A2ntului_Petru'
LR - SFST, ?, Story, Rebreanu_Sfarsitul.txt, 'Liviu Rebreanu - Sfârșitul', 'https://ro.wikisource.org/wiki/Sf%C3%A2r%C8%99itul_(Rebreanu)'
LR - STMT, 1912, Sketch, Rebreanu_Stranutarea.txt, 'Liviu Rebreanu - Strănutarea', 'https://ro.wikisource.org/wiki/Str%C4%83nutarea'
LR - STNL, ?, Story, Rebreanu_Sentinela.txt, 'Liviu Rebreanu - Sentinela', 'https://ro.wikisource.org/wiki/Sentinela'
LR - TCSD, 1921, Story, Rebreanu_IticStrulDezertor.txt, 'Liviu Rebreanu - Ițic Ștrul, dezertor...', 'https://ro.wikisource.org/wiki/I%C8%9Bic_%C8%98trul,_dezertor...'
LR - TLRI, 1916, Story, Rebreanu_Talerii.txt, 'Liviu Rebreanu - Talerii', 'https://ro.wikisource.org/wiki/Talerii'
LR - TNBR, ?, Story, Rebreanu_TaineleIubirii.txt, 'Liviu Rebreanu - Tainele iubirii', 'https://ro.wikisource.org/wiki/Tainele_iubirii'
LR - TRCS, 1916, Story, Rebreanu_TaranulSiCoasa.txt, 'Liviu Rebreanu - Țăranul și coasa', 'https://ro.wikisource.org/wiki/%C8%9A%C4%83ranul_%C8%99i_coasa'
LR - UMBR, 1933, Story, Rebreanu_Umbre.txt, 'Liviu Rebreanu - Umbre', 'https://ro.wikisource.org/wiki/Umbre_(Rebreanu)'
LR - VENS, ?, Story, Rebreanu_Venus.txt, 'Liviu Rebreanu - Venus', 'https://ro.wikisource.org/wiki/Venus'
LR - VRMS, 1912, Sketch, Rebreanu_Vrajmasii.txt, 'Liviu Rebreanu - Vrăjmașii', 'https://ro.wikisource.org/wiki/Vr%C4%83jma%C8%99ii'
LR - VRRZ, ?, Story, Rebreanu_VremuriRazboinice.txt, 'Liviu Rebreanu - Vremuri războinice', 'https://ro.wikisource.org/wiki/Vremuri_r%C4%83zboinice'
LR - ZVZL, ?, Story, Rebreanu_Zevzecul.txt, 'Liviu Rebreanu - Zevzecul', 'https://ro.wikisource.org/wiki/Zevzecul'
ME - AMSA, ?, Article/Prose, Eminescu_AurMarireSiAmor.txt, 'Mihai Eminescu - Aur, mărire și amor', 'https://ro.wikisource.org/wiki/Aur,_m%C4%83rire_%C8%99i_amor'
ME - ARCS, ?, Article/Prose, Eminescu_Archaeus.txt, 'Mihai Eminescu - Archaeus', 'https://ro.wikisource.org/wiki/Archaeus'
ME - AVFT, ?, Short-story, Eminescu_AvatariiFaraonuluiTla.txt, 'Mihai Eminescu - Avatarii faraonului Tlà', 'https://ro.wikisource.org/wiki/Avatarii_faraonului_Tl%C3%A0'
ME - BRTV, 1965, Fairy-tale, Eminescu_BortaVantului.txt, 'Mihai Eminescu - Borta-vântului', 'https://www.povesti-pentru-copii.com/mihai-eminescu/borta-vantului.html'
ME - CMMS, ?, Fairy-tale, Eminescu_ComoaraMisterioasa.txt, 'Mihai Eminescu - Comoara misterioasă', 'https://ro.wikisource.org/wiki/Comoara_misterioas%C4%83'
ME - CNBL, 1965, Fairy-tale, Eminescu_CalinNebunul.txt, 'Mihai Eminescu - Călin-Nebunul', 'https://www.povesti-pentru-copii.com/mihai-eminescu/calin-nebunul.html'
ME - CNTP, ?, Article/Essay, Eminescu_Contrapagina.txt, 'Mihai Eminescu - Contrapagină', 'https://ro.wikisource.org/wiki/Contrapagin%C4%83'
ME - CZRA, 1876, Short-story, Eminescu_Cezara.txt, 'Mihai Eminescu - Cezara', 'https://ro.wikisource.org/wiki/Cezara'
ME - DAIM, ?, Article/Prose, Eminescu_DupaAceastaIntamplareMinunata.txt, 'Mihai Eminescu - După această întâmplare minunată', 'https://ro.wikisource.org/wiki/Dup%C4%83_aceast%C4%83_%C3%AEnt%C3%A2mplare_minunat%C4%83'
ME - FFDL, 1965, Fairy-tale, Eminescu_FatFrumosDinLacrima.txt, 'Mihai Eminescu - Făt-Frumos din lacrimă', 'https://www.povesti-pentru-copii.com/mihai-eminescu/fat-frumos-din-lacrima.html'
ME - FNDZ, 1965, Fairy-tale, Eminescu_FinulLuiDumnezeu.txt, 'Mihai Eminescu - Finul-lui-Dumnezeu', 'https://www.povesti-pentru-copii.com/mihai-eminescu/finul-lui-dumnezeu.html'
ME - FRGM, ?, Article/Prose, Eminescu_Fragmentarium.txt, 'Mihai Eminescu - Fragmentarium', 'https://ro.wikisource.org/wiki/Fragmentarium'
ME - FRLM, 1965, Fairy-tale, Eminescu_FrumoasaLumii.txt, 'Mihai Eminescu - Frumoasa lumii', 'https://www.povesti-pentru-copii.com/mihai-eminescu/frumoasa-lumii.html'
ME - GNPS, ?, Novel, Eminescu_GeniuPustiu.txt, 'Mihai Eminescu - Geniu pustiu', 'https://ro.wikisource.org/wiki/Geniu_pustiu'
ME - ICNF, ?, Short-story, Eminescu_IconostasSiFragmentarium.txt, 'Mihai Eminescu - Iconostas și Fragmentarium', 'https://ro.wikisource.org/wiki/Iconostas_%C8%99i_Fragmentarium'
ME - LCCC, ?, Article/Prose, Eminescu_LaCurteaCuconuluiVasileCreanga.txt, 'Mihai Eminescu - La curtea cuconului Vasile Creangă', 'https://ro.wikisource.org/wiki/La_curtea_cuconului_Vasile_Creang%C4%83'
ME - LGCT, ?, Article/Prose, Eminescu_LegendaCantaretului.txt, 'Mihai Eminescu - Legenda cântărețului', 'https://ro.wikisource.org/wiki/Legenda_c%C3%A2nt%C4%83re%C8%9Bului'
ME - LNVS, 1875, Story, Eminescu_LaAniversara.txt, 'Mihai Eminescu - La aniversară', 'https://ro.wikisource.org/wiki/La_aniversar%C4%83'
ME - MLIV, ?, Article/Prose, Eminescu_MoarteaLuiIoanVestimie.txt, 'Mihai Eminescu - Moartea lui Ioan Vestimie', 'https://ro.wikisource.org/wiki/Moartea_lui_Ioan_Vestimie'
ME - MSIS, ?, Article/Prose, Eminescu_MosIosif.txt, 'Mihai Eminescu - Moș Iosif', 'https://ro.wikisource.org/wiki/Mo%C8%99_Iosif'
ME - PECH, ?, Article/Prose, Eminescu_ParinteleErmolachieChisalita.txt, 'Mihai Eminescu - Părintele Ermolachie Chisăliță', 'https://ro.wikisource.org/wiki/P%C4%83rintele_Ermolachie_Chis%C4%83li%C8%9B%C4%83'
ME - POSS, ?, Article/Prose, Eminescu_Poesis.txt, 'Mihai Eminescu - Poesis', 'https://ro.wikisource.org/wiki/Poesis'
ME - PPRC, ?, Article/Prose, Eminescu_PePodeleleReciDeCaramida.txt, 'Mihai Eminescu - Pe podelele reci de cărămidă', 'https://ro.wikisource.org/wiki/Pe_podelele_reci_de_c%C4%83r%C4%83mid%C4%83'
ME - SMDS, 1872, Short-story, Eminescu_SarmanulDionis.txt, 'Mihai Eminescu - Sărmanul Dionis', 'https://ro.wikisource.org/wiki/S%C4%83rmanul_Dionis'
ME - TSNS, ?, Article/Prose, Eminescu_TassoNScotia.txt, 'Mihai Eminescu - Tasso-n Scoția', 'https://ro.wikisource.org/wiki/Tasso-n_Sco%C8%9Bia'
ME - UMBM, ?, Article/Prose, Eminescu_UmbraMea.txt, 'Mihai Eminescu - Umbra mea', 'https://ro.wikisource.org/wiki/Umbra_mea'
ME - VFDZ, 1965, Fairy-tale, Eminescu_VasilieFinulLuiDumnezeu.txt, 'Mihai Eminescu - Vasilie-finul-lui-Dumnezeu', 'https://www.povesti-pentru-copii.com/mihai-eminescu/vasilie-finul-lui-dumnezeu.html'
MO - ABAS, 2010, Short-story, Oltean_AbiaAstept.txt, 'Mihai Oltean - Abia aștept…, http://www.povesti.org/#abia
MO - ADSN, 2022, Short-story, Oltean_ADouaSansa.txt, 'Mihai Oltean - A doua șansă, http://www.povesti.org/#a_doua_sansa
MO - ALGR, 2022, Short-story, Oltean_Alegerea.txt, 'Mihai Oltean - Alegerea, http://www.povesti.org/#alegerea
